Title,Price,ImageUrl,Url,Time
Logo Shirt, Teal,$20,http://www.shirts4mike.com/img/shirts/shirt-107.jpg,http://www.shirts4mike.com/shirt.php?id=107,8/6/2016, 12:05:22 AM
Mike the Frog Shirt, Black,$20,http://www.shirts4mike.com/img/shirts/shirt-102.jpg,http://www.shirts4mike.com/shirt.php?id=102,8/6/2016, 12:05:22 AM
Logo Shirt, Green,$18,http://www.shirts4mike.com/img/shirts/shirt-104.jpg,http://www.shirts4mike.com/shirt.php?id=104,8/6/2016, 12:05:22 AM
Logo Shirt, Red,$18,http://www.shirts4mike.com/img/shirts/shirt-101.jpg,http://www.shirts4mike.com/shirt.php?id=101,8/6/2016, 12:05:22 AM
Mike the Frog Shirt, Yellow,$25,http://www.shirts4mike.com/img/shirts/shirt-105.jpg,http://www.shirts4mike.com/shirt.php?id=105,8/6/2016, 12:05:22 AM
Mike the Frog Shirt, Blue,$20,http://www.shirts4mike.com/img/shirts/shirt-103.jpg,http://www.shirts4mike.com/shirt.php?id=103,8/6/2016, 12:05:22 AM
Logo Shirt, Gray,$20,http://www.shirts4mike.com/img/shirts/shirt-106.jpg,http://www.shirts4mike.com/shirt.php?id=106,8/6/2016, 12:05:22 AM
Mike the Frog Shirt, Orange,$25,http://www.shirts4mike.com/img/shirts/shirt-108.jpg,http://www.shirts4mike.com/shirt.php?id=108,8/6/2016, 12:05:22 AM
